#All are unchanged except code 0, which is not an error code. 
#Live data for error codes can be obtained here: https://login.microsoftonline.com/error
#this list is an enumeration of that web resource (i.e. brute forcing all values between 0 and 9000000)

Error Code|||||Message|||||Remediation
7000227|||||No Federated Identity Credential policy found on application that matched the presented MSI-signed client assertion. Expecting a Federated Identity Credential with subject: '{msiSpid}', issuer: '{expectedIssuer}' and audience: '{expectedAudience}'.|||||Ensure that the federated identity credential policy on the application matches the expected values.
7000281|||||Certificate with thumbprint {thumbprint} is not authorized.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
7000361|||||Client assertion claim '{claimName}' can only contain a maximum of '{maxItems}' items.|||||No Remediation Provided
7000471|||||A reply address scheme starting with 'brk-' was seen on a request that wasn't for brokering. This scheme is reserved for brokered application requests. Use a valid reply URI instead, either a native app reply URI or an https:// uri.|||||The app sent an inappropriate reply URI on this request. The app should be updated to provide a reply URI that is supported for their flow (https:// or a native app URI)
7500110|||||The query string hash could not be computed for signature generation/validation. Signature algorithm was not specified.|||||No Remediation Provided
7500111|||||The query string hash could not be computed for signature generation/validation. Cannot create a SAML binding message from the given HttpRequest parameters. Check if the request contains a valid Uri or Form POST that contains protocol parameters for SAML HTTP bindings.|||||No Remediation Provided
7500112|||||MessageType property get is not supported by this class.|||||No Remediation Provided
7500510|||||XML attribute '{attributeName}' in the SAML message must be a dateTime.|||||No Remediation Provided
7500511|||||XML attribute '{attributeName}' in the SAML message must be a URI.|||||No Remediation Provided
7500512|||||XML element '{elementName}' in XML namespace '{xmlNamespace}' was not expected in the SAML message. Either the element is not an expected part of a SAML message or was in the wrong location in the message. Check the names and ordering of the elements to confirm they conform to the SAML protocol specifications.|||||No Remediation Provided
7500513|||||The message type '{messageType}' is not a supported type of SAML request. Supported SAML requests are AuthnRequest and LogoutRequest.|||||No Remediation Provided
7500514|||||A supported type of SAML response was not found. The supported response types are 'Response' (in XML namespace 'urn:oasis:names:tc:SAML:2.0:protocol') or 'Assertion' (in XML namespace 'urn:oasis:names:tc:SAML:2.0:assertion').|||||Application error - the developer will handle this error.
7500515|||||Was expecting to find XML element '{xmlElement}' in XML namespace '{xmlNamespace}', but it was not present. Either the expected element is not present or was in the wrong location in the message. Check the names and ordering of the elements to confirm they conform to the SAML protocol specifications.|||||No Remediation Provided
7500516|||||A required attribute is not present in the SAML message: '{xmlAttribute}'.|||||No Remediation Provided
7500517|||||The element '{xmlElement}' in XML namespace '{xmlNamespace}' cannot be empty.|||||No Remediation Provided
7500518|||||The specified comparison '{comparison}' is not a supported value for samlp:AuthnContextComparisonType.|||||No Remediation Provided
7500519|||||An unsupported SAML version was encountered: {version}.|||||No Remediation Provided
7500520|||||Unrecognized XML content of type '{nodeType}', name '{name}' was found at the beginning of the the SAML message. Expected to find an element 'AuthnRequest', 'Response', 'LogoutRequest' or 'LogoutResponse' from XML namespace 'urn:oasis:names:tc:SAML:2.0:protocol'.|||||No Remediation Provided
7500521|||||Unrecognized XML content of type '{nodeType}' was found at the beginning of the the SAML message. Expected to find an element 'AuthnRequest', 'Response', 'LogoutRequest' or 'LogoutResponse' from XML namespace 'urn:oasis:names:tc:SAML:2.0:protocol'.|||||No Remediation Provided
7500522|||||XML element '{xmlElement}' in XML namespace '{xmlNamespace}' in the SAML message must be a URI.|||||No Remediation Provided
7500523|||||The SAML IDPList must contain one or more IDPEntry elements.|||||No Remediation Provided
7500524|||||No saml:AuthnContextClassRef or saml:AuthnContextDeclRefs elements were found within samlp:RequestedAuthnContext.|||||No Remediation Provided
7500525|||||There was an XML error in the SAML message at line {lineNumber}, position {linePosition}. Verify that the XML content of the SAML messages conforms to the SAML protocol specifications.|||||No Remediation Provided
7500526|||||The value '{value}' must be nonnegative.|||||No Remediation Provided
7500527|||||The value '{value}' must be nonnegative and less than or equal to 65535.|||||No Remediation Provided
7500528|||||Unexpected xsi:type: '{message}'|||||No Remediation Provided
7500529|||||The value '{value}' is not a valid SAML ID. The ID must not begin with a number.|||||Azure AD uses this attribute to populate the InResponseTo attribute of the returned response. The ID must not begin with a number, so a common strategy is to prepend a string like "id" to the string representation of a GUID. For example, id6c1c178c166d486687be4aaf5e482730 is a valid ID.
7500530|||||SAML NameId cannot be null.|||||No Remediation Provided
7500531|||||The end of an XML element was expected, but instead XML content of type '{nodeType}', name '{name}' was found. XML content may be present that is not defined in the SAML protocol specifications.|||||No Remediation Provided
7500532|||||The end of an XML element was expected, but instead XML content of type '{nodeType}' was found. XML content may be present that is not defined in the SAML protocol specifications.|||||No Remediation Provided
7500533|||||The SAML response was expected to start with either a Response element or a LogoutResponse element, from the XML namespace 'urn:oasis:names:tc:SAML:2.0:protocol'.|||||No Remediation Provided
7500534|||||Exactly one saml:AuthnContextClassRef or saml:AuthnContextDeclRefs element is expected in the samlp:RequestedAuthnContext.|||||No Remediation Provided
9000410|||||Malformed JSON.|||||No Remediation Provided
9000411|||||The request is not properly formatted. The parameter '{name}' is duplicated.|||||No Remediation Provided
9000412|||||The request is missing a key.|||||No Remediation Provided
9000413|||||'Context' field is required.|||||No Remediation Provided
9000414|||||Malformed request.|||||No Remediation Provided
9000510|||||Hybrid SPA authorization codes cannot be requested on the app-only flow.|||||No Remediation Provided
9000511|||||Cannot emit Hybrid SPA auth code for Public or SPA client.  You must request the hybrid SPA auth code on your confidential client back-end, while redeeming the original auth code requested for a web type redirect URI.|||||No Remediation Provided
9000512|||||A Hybrid SPA code can only be requested while redeeming a confidential client authorization code (a code issued to a web-type redirect URI). Do not request a hybrid code otherwise.|||||No Remediation Provided
